campaign_type,target_audience,duration,channel_used,impressions,clicks,leads,conversions,revenue,acquisition_cost,roi,language,engagement_score,customer_segment,date,brand,total_acquisition_cost
Email,Tier 2 City Customers,10.0,"Google, Email, Instagram",22963.0,1208.0,659.0,462.0,305382.0,174.06,2.8,Tamil,10.14,College Students,2024-10-14,nykaa,80415.72
SEO,Tier 2 City Customers,10.0,WhatsApp,69406.0,2449.0,738.0,491.0,318659.0,527.38,0.23,Hindi,5.3,Working Women,2025-03-12,nykaa,258943.58
Email,Working Women,10.0,"YouTube, Email",67762.0,4472.0,1433.0,484.0,360580.0,619.05,0.2,English,9.43,Working Women,2025-02-20,nykaa,299620.19999999995
Paid Ads,College Students,17.0,YouTube,17307.0,492.0,208.0,156.0,52416.0,1482.91,-0.77,Hindi,4.95,College Students,2025-01-30,nykaa,231333.96000000002
Social Media,Premium Shoppers,8.0,Instagram,77201.0,11573.0,3596.0,1251.0,311499.0,213.04,0.17,Hindi,21.27,Youth,2025-04-03,nykaa,266513.04
Email,College Students,15.0,"WhatsApp, YouTube",23948.0,3280.0,1211.0,957.0,666072.0,312.85,1.22,Hindi,22.75,Premium Shoppers,2024-07-08,nykaa,299397.45
Social Media,Youth,20.0,"Instagram, YouTube, Facebook",80055.0,7244.0,4193.0,1883.0,630805.0,145.17,1.31,Tamil,16.64,College Students,2025-02-28,nykaa,273355.11
Email,Working Women,23.0,"Google, WhatsApp, Instagram",26346.0,2497.0,753.0,452.0,226452.0,526.27,-0.05,Hindi,14.05,Working Women,2024-12-17,nykaa,237874.03999999998
Influencer,College Students,17.0,"Facebook, Instagram, WhatsApp",65523.0,7233.0,3723.0,2782.0,1232426.0,90.41,3.9,Tamil,20.97,Working Women,2024-09-04,nykaa,251520.62
Paid Ads,Youth,30.0,"YouTube, Google, Instagram",46075.0,4599.0,2423.0,1229.0,822201.0,137.55,3.86,Bengali,17.91,Tier 2 City Customers,2025-04-12,nykaa,169048.95
SEO,College Students,18.0,"WhatsApp, Google",77583.0,10707.0,2839.0,1385.0,337940.0,40.79,4.98,English,19.25,Working Women,2025-01-24,nykaa,56494.15
Paid Ads,Youth,30.0,"Instagram, Email, YouTube",83581.0,11032.0,3972.0,2607.0,1332177.0,23.49,20.75,English,21.07,Premium Shoppers,2025-02-16,nykaa,61238.42999999999
Social Media,Youth,23.0,"Facebook, WhatsApp, Instagram",13881.0,1851.0,838.0,664.0,446208.0,420.88,0.6,Tamil,24.16,College Students,2024-09-17,nykaa,279464.32
Influencer,Working Women,7.0,Instagram,77884.0,9320.0,4983.0,2127.0,1480392.0,100.92,5.9,Bengali,21.1,College Students,2024-08-01,nykaa,214656.84
Influencer,Premium Shoppers,24.0,YouTube,23603.0,2932.0,1725.0,714.0,511224.0,228.59,2.13,Tamil,22.76,College Students,2025-05-05,nykaa,163213.26
Social Media,Tier 2 City Customers,9.0,"Google, WhatsApp, Email",95310.0,9410.0,2340.0,1395.0,857925.0,153.34,3.01,Bengali,13.79,College Students,2024-10-18,nykaa,213909.30000000002
Paid Ads,Youth,17.0,"YouTube, Email",78749.0,1742.0,748.0,595.0,412930.0,154.29,3.5,Tamil,3.92,Youth,2024-10-18,nykaa,91802.54999999999
Email,College Students,21.0,Instagram,11812.0,1051.0,233.0,83.0,26643.0,1688.14,-0.81,Bengali,11.57,Youth,2025-03-03,nykaa,140115.62
Email,Tier 2 City Customers,29.0,"Google, WhatsApp",77341.0,4563.0,1875.0,603.0,334665.0,430.57,0.29,English,9.1,Working Women,2024-12-21,nykaa,259633.71
SEO,Premium Shoppers,10.0,Google,31892.0,4700.0,2388.0,1278.0,627498.0,139.7,2.51,Hindi,26.23,Tier 2 City Customers,2024-12-03,nykaa,178536.59999999998
SEO,College Students,9.0,"YouTube, Google",18082.0,1343.0,566.0,419.0,109778.0,433.22,-0.4,Tamil,12.87,College Students,2025-05-28,nykaa,181519.18000000002
Email,Tier 2 City Customers,15.0,Email,10192.0,1453.0,329.0,119.0,46172.0,741.2,-0.48,Tamil,18.65,Premium Shoppers,2024-11-07,nykaa,88202.8
Social Media,Tier 2 City Customers,15.0,"Instagram, Email",79470.0,10417.0,5753.0,2171.0,1159314.0,137.9,2.87,Tamil,23.08,College Students,2024-08-06,nykaa,299380.9
Social Media,Premium Shoppers,28.0,Email,89143.0,8082.0,1663.0,1037.0,783972.0,101.47,6.45,English,12.1,Premium Shoppers,2025-05-04,nykaa,105224.39
Influencer,Tier 2 City Customers,20.0,"WhatsApp, Instagram, YouTube",67931.0,2397.0,1387.0,1035.0,249435.0,169.01,0.43,Tamil,7.09,Youth,2024-07-26,nykaa,174925.34999999998
Influencer,Youth,19.0,"Google, WhatsApp",33386.0,4824.0,2581.0,1427.0,1048845.0,77.82,8.44,Hindi,26.45,College Students,2024-12-15,nykaa,111049.13999999998
Email,Youth,29.0,"YouTube, Google, WhatsApp",17167.0,723.0,229.0,179.0,124942.0,1051.06,-0.34,Hindi,6.59,College Students,2025-04-04,nykaa,188139.74
Influencer,Premium Shoppers,27.0,"Google, Instagram",93112.0,4791.0,1778.0,1267.0,364896.0,142.2,1.03,Bengali,8.42,Tier 2 City Customers,2024-12-09,nykaa,180167.4
SEO,Youth,20.0,"Instagram, Email",58360.0,3363.0,1951.0,749.0,462882.0,229.71,1.69,Hindi,10.39,Premium Shoppers,2025-01-13,nykaa,172052.79
SEO,Working Women,20.0,"WhatsApp, Google",68787.0,1608.0,875.0,306.0,204102.0,674.87,-0.01,Tamil,4.05,Tier 2 City Customers,2025-05-07,nykaa,206510.22
Email,College Students,22.0,"Google, Email",55507.0,1886.0,630.0,449.0,290503.0,604.57,0.07,Bengali,5.34,Premium Shoppers,2024-08-23,nykaa,271451.93000000005
SEO,Youth,7.0,"Facebook, YouTube",28169.0,2149.0,1011.0,786.0,521904.0,274.28,1.42,English,14.01,Tier 2 City Customers,2025-01-06,nykaa,215584.08
SEO,College Students,26.0,"Instagram, Email, WhatsApp",80748.0,6953.0,3636.0,2556.0,958500.0,115.68,2.24,Tamil,16.28,College Students,2025-01-30,nykaa,295678.08
Social Media,Tier 2 City Customers,7.0,"Facebook, YouTube, Email",45278.0,2426.0,707.0,556.0,410328.0,139.74,4.28,Bengali,8.15,Premium Shoppers,2024-12-20,nykaa,77695.44
Paid Ads,Premium Shoppers,27.0,YouTube,61966.0,1870.0,1098.0,649.0,311520.0,81.55,4.89,Hindi,5.84,Working Women,2025-02-06,nykaa,52925.95
Paid Ads,Premium Shoppers,21.0,Email,78162.0,5255.0,1952.0,857.0,388221.0,158.27,1.86,English,10.32,Premium Shoppers,2025-02-06,nykaa,135637.39
Paid Ads,Working Women,11.0,"Facebook, Google",21768.0,1824.0,897.0,565.0,321485.0,524.67,0.08,English,15.1,Tier 2 City Customers,2025-06-05,nykaa,296438.55
Social Media,Working Women,11.0,WhatsApp,57497.0,4055.0,869.0,263.0,170424.0,270.0,1.4,Hindi,9.02,Premium Shoppers,2024-10-20,nykaa,71010.0
Paid Ads,Tier 2 City Customers,20.0,WhatsApp,99961.0,5592.0,3240.0,2033.0,1124249.0,134.86,3.1,Bengali,10.87,Premium Shoppers,2025-05-08,nykaa,274170.38
Influencer,Youth,15.0,"WhatsApp, YouTube, Email",60075.0,7863.0,2297.0,878.0,557530.0,124.68,4.09,English,18.37,Youth,2024-09-18,nykaa,109469.04000000001
Paid Ads,Youth,13.0,"Facebook, Email",55226.0,4761.0,1721.0,846.0,285102.0,201.94,0.67,Tamil,13.27,Working Women,2024-11-02,nykaa,170841.24
Influencer,College Students,13.0,WhatsApp,53174.0,1776.0,1057.0,736.0,310592.0,77.68,4.43,Hindi,6.71,Working Women,2024-10-09,nykaa,57172.48
Email,College Students,11.0,"Email, Instagram, YouTube",41398.0,2895.0,1493.0,739.0,587505.0,389.95,1.04,Tamil,12.38,College Students,2025-03-13,nykaa,288173.05
Email,Youth,16.0,Instagram,87739.0,9459.0,2066.0,1069.0,503499.0,65.36,6.21,Hindi,14.35,Premium Shoppers,2024-10-16,nykaa,69869.84
Influencer,College Students,26.0,WhatsApp,71919.0,3120.0,1159.0,609.0,479892.0,193.4,3.07,Bengali,6.8,Youth,2024-10-28,nykaa,117780.6
Influencer,Working Women,17.0,"Instagram, WhatsApp, Google",65743.0,1957.0,414.0,299.0,90298.0,700.46,-0.57,Hindi,4.06,College Students,2024-08-15,nykaa,209437.54
Social Media,College Students,6.0,"Facebook, WhatsApp",78505.0,7912.0,4090.0,2189.0,960971.0,134.14,2.27,English,18.08,Tier 2 City Customers,2024-12-29,nykaa,293632.45999999996
SEO,Premium Shoppers,20.0,Instagram,52462.0,3786.0,1297.0,620.0,448260.0,372.33,0.94,Hindi,10.87,Tier 2 City Customers,2025-04-28,nykaa,230844.59999999998
Paid Ads,Working Women,27.0,YouTube,23032.0,1948.0,1007.0,750.0,547500.0,82.26,7.87,Bengali,16.09,Tier 2 City Customers,2025-01-30,nykaa,61695.00000000001
Social Media,Premium Shoppers,28.0,"YouTube, Google, WhatsApp",58369.0,2122.0,570.0,213.0,108417.0,403.57,0.26,Tamil,4.98,Working Women,2025-01-30,nykaa,85960.41
Social Media,Premium Shoppers,21.0,WhatsApp,17949.0,1836.0,637.0,377.0,224692.0,783.95,-0.24,Bengali,15.88,Premium Shoppers,2024-09-03,nykaa,295549.15
Paid Ads,Premium Shoppers,17.0,"Email, Google, Facebook",17150.0,1180.0,433.0,339.0,125430.0,578.45,-0.36,English,11.38,College Students,2025-05-19,nykaa,196094.55000000002
Social Media,Tier 2 City Customers,19.0,Google,83318.0,5228.0,1262.0,782.0,337824.0,101.13,3.27,English,8.73,College Students,2025-02-20,nykaa,79083.66
Social Media,Youth,15.0,"Instagram, WhatsApp, Facebook",85660.0,3302.0,1790.0,757.0,542769.0,151.08,3.75,Hindi,6.83,Youth,2025-02-21,nykaa,114367.56000000001
Influencer,Premium Shoppers,23.0,"WhatsApp, Facebook, Email",63468.0,4860.0,2092.0,1660.0,989360.0,169.43,2.52,Tamil,13.57,College Students,2024-07-19,nykaa,281253.8
SEO,Working Women,7.0,"Google, WhatsApp",99214.0,9006.0,3228.0,1702.0,1033114.0,43.57,12.93,Bengali,14.05,Premium Shoppers,2025-05-26,nykaa,74156.14
Social Media,College Students,26.0,"Instagram, Facebook",23443.0,3101.0,971.0,712.0,326808.0,207.35500000000002,1.21,English,20.41,Tier 2 City Customers,2025-02-23,nykaa,147636.76
Influencer,Youth,20.0,WhatsApp,14617.0,1915.0,820.0,353.0,189561.0,295.94,0.81,Tamil,21.13,Working Women,2024-07-08,nykaa,104466.81999999999
SEO,Premium Shoppers,21.0,"WhatsApp, Email, Instagram",86119.0,6745.0,3321.0,2527.0,1766373.0,38.45,17.18,Tamil,14.62,Premium Shoppers,2024-11-21,nykaa,97163.15000000001
Social Media,Working Women,5.0,"Email, Facebook, YouTube",19814.0,610.0,164.0,90.0,51840.0,3211.38,-0.82,Hindi,4.36,Tier 2 City Customers,2025-05-30,nykaa,289024.2
Social Media,Tier 2 City Customers,23.0,Instagram,61711.0,3975.0,1670.0,1161.0,415638.0,202.19,0.77,Bengali,11.03,Tier 2 City Customers,2024-09-21,nykaa,234742.59
Email,Tier 2 City Customers,26.0,"Instagram, YouTube, Facebook",66179.0,7100.0,3030.0,1706.0,1061132.0,41.74,13.9,Hindi,17.88,Youth,2024-09-22,nykaa,71208.44
Email,College Students,29.0,"Instagram, WhatsApp",14682.0,2174.0,1164.0,894.0,433590.0,86.6,4.6,English,28.82,Youth,2024-07-18,nykaa,77420.4
Influencer,Youth,29.0,"Email, Google",37366.0,1822.0,651.0,397.0,219541.0,610.76,-0.09,Hindi,7.68,Premium Shoppers,2024-11-26,nykaa,242471.72
Paid Ads,College Students,12.0,Instagram,63244.0,2368.0,1035.0,635.0,309880.0,333.24,0.46,Tamil,6.38,Tier 2 City Customers,2025-06-02,nykaa,211607.4
SEO,College Students,11.0,Google,17309.0,1623.0,365.0,228.0,90060.0,919.52,-0.57,Tamil,12.8,Tier 2 City Customers,2025-02-28,nykaa,209650.56
Influencer,Tier 2 City Customers,9.0,Instagram,63812.0,5803.0,1167.0,394.0,176906.0,564.6,-0.2,Tamil,11.54,College Students,2024-07-10,nykaa,222452.40000000002
Paid Ads,Youth,12.0,Facebook,15917.0,1311.0,507.0,371.0,210728.0,772.87,-0.27,Bengali,13.75,Working Women,2024-09-13,nykaa,286734.77
Paid Ads,Working Women,23.0,"Google, WhatsApp",95706.0,2266.0,1198.0,741.0,529074.0,248.83,1.87,English,4.39,College Students,2024-12-27,nykaa,184383.03
SEO,Youth,8.0,"YouTube, Facebook, Instagram",84490.0,9664.0,5287.0,2539.0,1089231.0,77.67,4.52,English,20.7,Youth,2024-11-06,nykaa,197204.13
Paid Ads,Working Women,29.0,Instagram,98755.0,9363.0,5266.0,3682.0,2518488.0,73.47,8.31,Bengali,18.54,Working Women,2024-11-06,nykaa,270516.54
Paid Ads,Working Women,11.0,"Facebook, YouTube, Instagram",26712.0,3254.0,1507.0,1025.0,628325.0,138.28,3.43,Hindi,21.66,Premium Shoppers,2024-07-30,nykaa,141737.0
Influencer,College Students,9.0,Email,63485.0,5680.0,2245.0,724.0,173036.0,233.42,0.02,Hindi,13.62,Youth,2025-06-06,nykaa,168996.08
Social Media,Premium Shoppers,27.0,"Email, Instagram",62082.0,5643.0,3295.0,1185.0,306915.0,163.4,0.59,Bengali,16.31,Youth,2024-08-15,nykaa,193629.0
Social Media,Tier 2 City Customers,15.0,Instagram,43558.0,2912.0,1402.0,459.0,307989.0,415.06,0.62,English,10.96,Premium Shoppers,2025-01-07,nykaa,190512.54
SEO,Working Women,27.0,"Facebook, Instagram",10499.0,1262.0,377.0,170.0,53890.0,207.35500000000002,0.53,Hindi,17.23,Tier 2 City Customers,2025-03-27,nykaa,35250.350000000006
Paid Ads,Premium Shoppers,17.0,Instagram,60622.0,2704.0,1450.0,781.0,581845.0,207.35500000000002,2.59,English,8.14,Tier 2 City Customers,2024-07-01,nykaa,161944.255
Social Media,Tier 2 City Customers,5.0,"Email, Google",86377.0,8619.0,2704.0,1104.0,315744.0,157.5,0.82,Bengali,14.39,Premium Shoppers,2024-09-17,nykaa,173880.0
Influencer,Working Women,20.0,WhatsApp,44917.0,1286.0,257.0,170.0,89420.0,668.82,-0.21,Hindi,3.81,Working Women,2024-08-05,nykaa,113699.40000000001
Influencer,Tier 2 City Customers,25.0,YouTube,51531.0,6146.0,2236.0,1326.0,754494.0,203.4,1.8,Bengali,18.84,College Students,2024-12-25,nykaa,269708.4
Influencer,Premium Shoppers,14.0,"Email, Facebook, WhatsApp",42439.0,4853.0,2241.0,682.0,475354.0,244.79,1.85,Tamil,18.32,Premium Shoppers,2025-02-23,nykaa,166946.78
Influencer,College Students,9.0,"Instagram, Google",97458.0,4390.0,1696.0,811.0,316290.0,348.53,0.12,English,7.08,Working Women,2024-11-04,nykaa,282657.82999999996
Email,Youth,15.0,"WhatsApp, Facebook, Instagram",92691.0,7874.0,4268.0,2935.0,950940.0,29.25,10.08,Bengali,16.27,Youth,2024-07-03,nykaa,85848.75
Social Media,Youth,17.0,WhatsApp,93455.0,7528.0,2963.0,1629.0,338832.0,46.95,3.43,Hindi,12.97,Youth,2024-10-05,nykaa,76481.55
Social Media,Premium Shoppers,21.0,YouTube,96893.0,9836.0,5268.0,2427.0,1630944.0,110.32,5.09,Tamil,18.09,Youth,2025-01-02,nykaa,267746.63999999996
Paid Ads,Tier 2 City Customers,14.0,"WhatsApp, Email, Instagram",61799.0,2091.0,550.0,220.0,161920.0,840.77,-0.12,English,4.63,Youth,2024-10-03,nykaa,184969.4
Paid Ads,College Students,20.0,"Instagram, Google, Email",35505.0,4199.0,2166.0,1028.0,340268.0,92.09,2.59,Tamil,20.82,Premium Shoppers,2024-08-31,nykaa,94668.52
Influencer,College Students,23.0,"Instagram, Google, YouTube",37066.0,2162.0,860.0,574.0,179088.0,133.34,1.34,English,9.7,Tier 2 City Customers,2024-08-31,nykaa,76537.16
Paid Ads,Youth,26.0,"Email, YouTube",28534.0,3364.0,1913.0,652.0,434232.0,91.3,6.29,Tamil,20.78,Tier 2 City Customers,2024-10-08,nykaa,59527.6
Social Media,Working Women,18.0,"Instagram, Google, Email",17504.0,1624.0,734.0,532.0,132468.0,270.01,-0.08,English,16.51,Youth,2025-01-17,nykaa,143645.32
Email,Working Women,13.0,Instagram,67406.0,9514.0,3374.0,2094.0,1597722.0,50.42,14.13,Hindi,22.23,Tier 2 City Customers,2024-10-16,nykaa,105579.48000000001
Email,Working Women,16.0,Email,57683.0,2473.0,1308.0,484.0,277816.0,536.31,0.07,Hindi,7.39,Working Women,2024-10-14,nykaa,259574.03999999998
Email,College Students,27.0,"Email, Instagram, YouTube",66453.0,2618.0,1375.0,894.0,244956.0,90.07,2.04,English,7.35,College Students,2024-12-12,nykaa,80522.57999999999
Paid Ads,Tier 2 City Customers,19.0,"Instagram, Email",82783.0,3403.0,1199.0,687.0,510441.0,397.97,0.87,Bengali,6.39,Working Women,2025-04-04,nykaa,273405.39
Influencer,Working Women,8.0,Google,77216.0,5801.0,2627.0,1321.0,834872.0,82.55,6.66,Bengali,12.63,Working Women,2024-08-13,nykaa,109048.55
Influencer,Tier 2 City Customers,23.0,Instagram,19725.0,2895.0,1233.0,733.0,268278.0,212.72,0.72,Hindi,24.64,College Students,2024-08-04,nykaa,155923.76
SEO,College Students,9.0,"Email, YouTube, Instagram",58251.0,8233.0,2026.0,1382.0,657832.0,207.35500000000002,1.3,Bengali,19.98,Youth,2024-10-31,nykaa,286564.61000000004
Email,Premium Shoppers,21.0,"WhatsApp, Instagram",35652.0,5311.0,1725.0,748.0,420376.0,179.5,2.13,Hindi,21.83,Premium Shoppers,2025-05-22,nykaa,134266.0
SEO,College Students,13.0,WhatsApp,48174.0,5355.0,2879.0,985.0,756480.0,230.17,2.34,Hindi,19.14,Premium Shoppers,2024-10-30,nykaa,226717.44999999998
SEO,College Students,22.0,Facebook,65276.0,8588.0,3005.0,2046.0,1618386.0,58.93,12.42,Bengali,20.89,Premium Shoppers,2025-02-05,nykaa,120570.78
Social Media,College Students,18.0,"Email, Facebook, Google",79536.0,4512.0,1581.0,1094.0,631238.0,179.15,2.22,Hindi,9.04,Tier 2 City Customers,2024-10-25,nykaa,195990.1
Social Media,College Students,23.0,"WhatsApp, YouTube, Google",54860.0,2698.0,860.0,626.0,285456.0,96.39,3.73,English,7.63,Youth,2024-08-10,nykaa,60340.14
Influencer,Tier 2 City Customers,8.0,"Google, Facebook",68905.0,1539.0,500.0,361.0,200716.0,753.78,-0.26,Bengali,3.48,Working Women,2025-04-12,nykaa,272114.58
Email,College Students,30.0,"Google, Facebook",64711.0,3532.0,1567.0,1164.0,478404.0,96.77,3.25,English,9.68,Youth,2024-10-10,nykaa,112640.28
SEO,Premium Shoppers,11.0,"YouTube, WhatsApp",95702.0,9379.0,5587.0,2674.0,1302238.0,34.5,13.12,English,18.43,Youth,2024-07-01,nykaa,92253.0
Email,Working Women,22.0,"Google, YouTube",71211.0,9773.0,5438.0,2198.0,1692460.0,107.22,6.18,Tamil,24.45,Working Women,2025-05-03,nykaa,235669.56
SEO,Tier 2 City Customers,27.0,Instagram,61712.0,3829.0,2145.0,1646.0,1157138.0,132.42,4.31,Hindi,12.35,Working Women,2024-12-03,nykaa,217963.31999999998
Email,Youth,9.0,Facebook,96792.0,7524.0,3939.0,2368.0,1300032.0,72.93,6.53,Hindi,14.29,College Students,2025-02-24,nykaa,172698.24000000002
Social Media,Working Women,27.0,YouTube,86187.0,11068.0,6568.0,3765.0,1076790.0,24.35,10.75,English,24.83,Working Women,2025-05-05,nykaa,91677.75
SEO,Premium Shoppers,6.0,YouTube,49187.0,3813.0,812.0,531.0,272403.0,564.6,-0.09,Bengali,10.48,Working Women,2024-12-25,nykaa,299802.60000000003
Paid Ads,College Students,13.0,"Email, YouTube",78225.0,6515.0,1649.0,734.0,398562.0,69.09,6.86,English,11.37,College Students,2025-05-01,nykaa,50712.060000000005
Paid Ads,Premium Shoppers,10.0,"Email, Facebook, YouTube",67434.0,6069.0,1518.0,822.0,468540.0,207.35500000000002,1.75,Hindi,12.47,Tier 2 City Customers,2025-04-13,nykaa,170445.81000000003
Paid Ads,College Students,13.0,Facebook,94945.0,2309.0,1267.0,464.0,272368.0,274.28,1.14,Hindi,4.26,College Students,2025-04-13,nykaa,127265.91999999998
Social Media,Premium Shoppers,14.0,"Google, Email, Instagram",15947.0,2121.0,969.0,349.0,72243.0,562.05,-0.63,English,21.57,College Students,2025-04-07,nykaa,196155.44999999998
Email,Youth,27.0,"Google, Facebook, Email",28130.0,3446.0,1970.0,763.0,312067.0,208.34,0.96,Tamil,21.97,College Students,2024-10-15,nykaa,158963.42
Influencer,Youth,9.0,"WhatsApp, Email",99569.0,11677.0,6344.0,3573.0,1936566.0,66.92,7.1,Bengali,21.69,College Students,2025-01-07,nykaa,239105.16
Email,Tier 2 City Customers,13.0,"YouTube, Google",67243.0,4365.0,1431.0,703.0,296666.0,248.1,0.7,Hindi,9.66,Premium Shoppers,2024-11-26,nykaa,174414.3
SEO,Youth,5.0,WhatsApp,86580.0,7928.0,3621.0,1310.0,454570.0,85.64,3.05,Bengali,14.85,College Students,2025-03-12,nykaa,112188.4
SEO,Working Women,19.0,"Email, Google, WhatsApp",72116.0,9273.0,5162.0,1899.0,1513503.0,133.38,4.98,English,22.65,Working Women,2025-01-26,nykaa,253288.62
Email,Working Women,24.0,"Facebook, YouTube, Instagram",32031.0,3646.0,2156.0,1376.0,520128.0,84.22,3.49,Bengali,22.41,Tier 2 City Customers,2024-11-03,nykaa,115886.72
Email,Working Women,29.0,Instagram,56700.0,4764.0,2527.0,981.0,608220.0,210.15,1.95,Hindi,14.59,Premium Shoppers,2025-04-24,nykaa,206157.15
Paid Ads,Premium Shoppers,14.0,"Instagram, Google",97206.0,12619.0,2826.0,1238.0,440728.0,98.3,2.62,English,17.16,Youth,2025-05-25,nykaa,121695.4
Influencer,Youth,12.0,Instagram,99099.0,12108.0,7150.0,2400.0,1713600.0,120.19,4.94,English,21.85,Premium Shoppers,2024-08-21,nykaa,288456.0
Influencer,College Students,30.0,WhatsApp,99407.0,12352.0,2864.0,1422.0,307152.0,115.72,0.87,Hindi,16.74,Tier 2 City Customers,2025-01-29,nykaa,164553.84
Email,Youth,10.0,Google,28396.0,1568.0,431.0,315.0,93870.0,786.34,-0.62,English,8.15,Premium Shoppers,2024-10-25,nykaa,247697.1
Influencer,Working Women,23.0,"Email, WhatsApp",65204.0,3670.0,1648.0,550.0,269500.0,189.2,1.59,Hindi,9.0,Youth,2025-05-12,nykaa,104060.0
Influencer,Tier 2 City Customers,12.0,"Instagram, WhatsApp, Google",37357.0,3175.0,1039.0,333.0,136197.0,519.78,-0.21,Hindi,12.17,Youth,2025-05-27,nykaa,173086.74
Paid Ads,Youth,11.0,Google,55313.0,1178.0,673.0,210.0,113190.0,508.8,0.06,English,3.73,College Students,2025-05-01,nykaa,106848.0
Social Media,College Students,8.0,"YouTube, Instagram",90188.0,10786.0,4410.0,2581.0,1096925.0,56.09,6.58,Tamil,19.71,Youth,2025-04-18,nykaa,144768.29
Social Media,Tier 2 City Customers,10.0,"Facebook, WhatsApp",44007.0,1199.0,518.0,259.0,137529.0,323.68,0.64,Hindi,4.49,Youth,2025-03-19,nykaa,83833.12
Social Media,Working Women,6.0,Email,72443.0,10098.0,4881.0,3000.0,744000.0,85.11,1.91,Tamil,24.82,College Students,2025-05-11,nykaa,255330.0
SEO,Youth,26.0,YouTube,11653.0,1345.0,378.0,275.0,139425.0,207.35500000000002,1.45,Hindi,17.15,College Students,2024-11-22,nykaa,57022.62500000001
Influencer,Premium Shoppers,25.0,"Email, Instagram, YouTube",13885.0,1947.0,820.0,378.0,177282.0,359.31,0.31,Hindi,22.65,Youth,2024-11-22,nykaa,135819.18
Paid Ads,Youth,7.0,"WhatsApp, Google",32690.0,1742.0,382.0,126.0,25200.0,541.52,-0.63,English,6.88,Tier 2 City Customers,2024-09-02,nykaa,68231.52
SEO,College Students,11.0,Facebook,41668.0,4908.0,1065.0,747.0,515430.0,315.76,1.19,Tamil,16.13,Working Women,2024-09-20,nykaa,235872.72
Social Media,College Students,22.0,"Facebook, Email, Instagram",71872.0,9508.0,3938.0,2247.0,874083.0,123.16,2.16,Hindi,21.83,Working Women,2024-09-29,nykaa,276740.52
Influencer,College Students,14.0,"Facebook, Instagram",12533.0,1190.0,650.0,411.0,214953.0,649.82,-0.2,Hindi,17.96,Working Women,2025-06-13,nykaa,267076.02
SEO,Tier 2 City Customers,21.0,"Email, WhatsApp",83188.0,3695.0,1155.0,823.0,612312.0,111.85,5.65,Hindi,6.82,College Students,2025-06-06,nykaa,92052.54999999999
SEO,College Students,24.0,"Email, Google",95969.0,11860.0,3736.0,2860.0,1990560.0,41.24,15.88,English,19.23,Premium Shoppers,2025-02-05,nykaa,117946.40000000001
Social Media,Tier 2 City Customers,6.0,"Instagram, WhatsApp",20433.0,1419.0,301.0,194.0,51022.0,976.07,-0.73,Tamil,9.37,College Students,2025-02-04,nykaa,189357.58000000002
